Governorate,Cases,Deaths,Recoveries,Active Cases,Date,Today's Cases,Vaccine Ratio,The Proportion Of Fully Vaccinated
#adm1+name,#affected+infected+confirmed,#affected+infected+dead,#affected+infected+recovered,#affected+infected+active,#date,#affected+infected+today,,
Nablus Governorate,34670,442,33840,388,2021-08-15,,,
Ramallah and al-Bireh Governorate,32491,318,31986,187,2021-08-15,,,
East Jerusalem,29074,268,28623,183,2021-08-15,,,
Jenin Governorate,20182,266,19745,171,2021-08-15,,,
Bethlehem Governorate,17814,234,17525,55,2021-08-15,,,
Tulkarm Governorate,15461,235,15065,161,2021-08-15,,,
Jerusalem Governorate,10788,91,10677,20,2021-08-15,,,
Qalqilya Governorate,8270,147,8039,84,2021-08-15,,,
Salfit Governorate,7275,88,7141,46,2021-08-15,,,
Tubas Governorate,5056,61,4923,72,2021-08-15,,,
Jericho Governorate,4413,45,4347,21,2021-08-15,,,
Gaza strip,117985,1111,115001,1873,2021-08-12,,,
Hebron Governorate,45284,585,44665,34,2021-08-12,,,
Nablus Governorate,34485,441,33831,213,2021-08-12,,,
Ramallah and al-Bireh Governorate,32433,317,31965,151,2021-08-12,,,
East Jerusalem,29011,268,28589,154,2021-08-12,,,
Jenin Governorate,20140,266,19719,155,2021-08-12,,,
Bethlehem Governorate,17793,234,17523,36,2021-08-12,,,
Tulkarm Governorate,15404,235,15057,112,2021-08-12,,,
Jerusalem Governorate,10776,91,10676,9,2021-08-12,,,
Qalqilya Governorate,8235,147,8037,51,2021-08-12,,,
Salfit Governorate,7252,88,7141,23,2021-08-12,,,
Tubas Governorate,5030,61,4921,48,2021-08-12,,,
Jericho Governorate,4406,45,4343,18,2021-08-12,,,
Gaza strip,117541,1106,114786,1649,2021-08-10,,,
Hebron Governorate,45279,584,44658,37,2021-08-10,,,
Nablus Governorate,34392,441,33796,155,2021-08-10,,,
Ramallah and al-Bireh Governorate,32374,317,31960,97,2021-08-10,,,
East Jerusalem,28873,268,28573,32,2021-08-10,,,
Jenin Governorate,20088,266,19702,120,2021-08-10,,,
Bethlehem Governorate,17783,234,17519,30,2021-08-10,,,
Tulkarm Governorate,15371,235,15042,94,2021-08-10,,,
Jerusalem Governorate,10771,91,10675,5,2021-08-10,,,
Qalqilya Governorate,8203,147,8036,20,2021-08-10,,,
Salfit Governorate,7238,88,7140,10,2021-08-10,,,
Tubas Governorate,5000,61,4916,23,2021-08-10,,,
Jericho Governorate,4395,45,4342,8,2021-08-10,,,
Gaza strip,117289,1104,114756,1429,2021-08-09,,,
Hebron Governorate,45273,584,44656,33,2021-08-09,,,
Nablus Governorate,34330,441,33782,107,2021-08-09,,,
Ramallah and al-Bireh Governorate,32350,317,31947,86,2021-08-09,,,
East Jerusalem,28873,268,28573,32,2021-08-09,,,
Jenin Governorate,20038,266,19692,80,2021-08-09,,,
Bethlehem Governorate,17780,234,17519,27,2021-08-09,,,
Tulkarm Governorate,15354,235,15035,84,2021-08-09,,,
Jerusalem Governorate,10770,91,10674,5,2021-08-09,,,
Qalqilya Governorate,8197,147,8033,17,2021-08-09,,,
Salfit Governorate,7233,88,7140,5,2021-08-09,,,
Tubas Governorate,4992,61,4911,20,2021-08-09,,,
Jericho Governorate,4393,45,4341,7,2021-08-09,,,
Gaza strip,117005,1100,114705,1200,2021-08-05,,,
Hebron Governorate,45265,584,44634,47,2021-08-05,,,
Nablus Governorate,34288,441,33770,77,2021-08-05,,,
Ramallah and al-Bireh Governorate,32309,317,31941,51,2021-08-05,,,
East Jerusalem,28873,268,28573,32,2021-08-05,,,
Jenin Governorate,20010,266,19668,76,2021-08-05,,,
Bethlehem Governorate,17767,234,17519,14,2021-08-05,,,
Tulkarm Governorate,15332,235,15031,66,2021-08-05,,,
Jerusalem Governorate,10766,91,10672,3,2021-08-05,,,
Qalqilya Governorate,8194,147,8031,16,2021-08-05,,,
Salfit Governorate,7231,88,7140,3,2021-08-05,,,
Tubas Governorate,4977,61,4910,6,2021-08-05,,,
Jericho Governorate,4390,45,4341,4,2021-08-05,,,
Gaza strip,116907,1100,114695,1112,2021-08-04,,,
Nablus Governorate,34284,441,33760,83,2021-08-04,,,
Embryo ,20002,266,19663,73,2021-08-04,,,
Tulkarm Governorate,15327,235,15029,63,2021-08-04,,,
Hebron Governorate,45264,584,44630,50,2021-08-04,,,
Ramallah and al-Bireh Governorate,32300,317,31938,45,2021-08-04,,,
Bethlehem Governorate,17766,234,17512,20,2021-08-04,,,
Qalqilya Governorate,8192,147,8031,14,2021-08-04,,,
Tubas Governorate,4977,61,4910,6,2021-08-04,,,
sulfites ,7231,88,7139,4,2021-08-04,,,
Jericho Governorate,4389,45,4341,3,2021-08-04,,,
Jerusalem suburbs ,10765,91,10672,2,2021-08-04,,,
City of Jerusalem ,28841,268,28573,0,2021-08-04,,,
Gaza strip,116668,1100,114563,1005,2021-08-02,,,
Nablus Governorate,34270,441,33756,73,2021-08-02,,,
Embryo ,19984,266,19648,70,2021-08-02,,,
Tulkarm Governorate,15316,235,15019,62,2021-08-02,,,
Hebron Governorate,45257,584,44625,48,2021-08-02,,,
Ramallah and al-Bireh Governorate,32281,317,31934,30,2021-08-02,,,
Bethlehem Governorate,17760,234,17511,15th,2021-08-02,,,
Qalqilya Governorate,8187,147,8031,9,2021-08-02,,,
Tubas Governorate,4976,61,4910,5,2021-08-02,,,
sulfites ,7230,88,7139,3,2021-08-02,,,
Jericho Governorate,4389,45,4341,3,2021-08-02,,,
Jerusalem suburbs ,10765,91,10672,2,2021-08-02,,,
City of Jerusalem,28841,268,28573,0,2021-08-02,,,
Gaza strip,116525,1095,114365,1065,2021-07-31,,,
Embryo ,19972,266,19637,69,2021-07-31,,,
Nablus Governorate,34251,441,33750,60,2021-07-31,,,
Hebron Governorate,45246,584,44617,45,2021-07-31,,,
Tulkarm Governorate,15291,235,15019,37,2021-07-31,,,
Ramallah and al-Bireh Governorate,32275,317,31929,29,2021-07-31,,,
Bethlehem Governorate,17757,234,17510,13,2021-07-31,,,
Qalqilya Governorate,8184,147,8029,8,2021-07-31,,,
Tubas Governorate,4976,61,4910,5,2021-07-31,,,
sulfites ,7230,88,7139,3,2021-07-31,,,
Jericho Governorate,4389,45,4341,3,2021-07-31,,,
Jerusalem suburbs ,10765,91,10672,2,2021-07-31,,,
City of Jerusalem,28841,268,28573,0,2021-07-31,,,
Gaza strip,116315,1093,114239,983,2021-07-29,,,
Hebron Governorate,45241,584,44617,40,2021-07-29,,,
Nablus Governorate,34236,441,33742,53,2021-07-29,,,
Ramallah and al-Bireh Governorate,32271,317,31928,26,2021-07-29,,,
East Jerusalem,28841,268,28573,0,2021-07-29,,,
Jenin Governorate,19961,265,19631,65,2021-07-29,,,
Bethlehem Governorate,17753,234,17508,11,2021-07-29,,,
Tulkarm Governorate,15285,235,15018,32,2021-07-29,,,
Jerusalem Governorate,10765,91,10672,2,2021-07-29,,,
Qalqilya Governorate,8182,147,8029,6,2021-07-29,,,
Salfit Governorate,7229,88,7137,4,2021-07-29,,,
Tubas Governorate,4976,61,4910,5,2021-07-29,,,
Jericho Governorate,4389,45,4341,3,2021-07-29,,,
Gaza strip,116227,1093,114189,945,2021-07-28,,,
Hebron Governorate,45233,584,44617,32,2021-07-28,,,
Nablus Governorate,34230,441,33742,47,2021-07-28,,,
Ramallah and al-Bireh Governorate,32265,317,31928,20,2021-07-28,,,
East Jerusalem,28841,268,28573,0,2021-07-28,,,
Jenin Governorate,19958,265,19629,64,2021-07-28,,,
Bethlehem Governorate,17753,234,17508,11,2021-07-28,,,
Tulkarm Governorate,15284,235,15012,37,2021-07-28,,,
Jerusalem Governorate,10765,91,10672,2,2021-07-28,,,
Qalqilya Governorate,8179,147,8029,3,2021-07-28,,,
Salfit Governorate,7229,88,7137,4,2021-07-28,,,
Tubas Governorate,4976,61,4910,5,2021-07-28,,,
Jericho Governorate,4388,45,4341,2,2021-07-28,,,
Gaza strip,116108,1093,114115,900,2021-07-27,,,
Hebron Governorate,45227,584,44610,33,2021-07-27,,,
Nablus Governorate,34224,441,33742,41,2021-07-27,,,
Ramallah and al-Bireh Governorate,32260,317,31927,16,2021-07-27,,,
East Jerusalem,28841,268,28573,0,2021-07-27,,,
Jenin Governorate,19943,265,19620,58,2021-07-27,,,
Bethlehem Governorate,17752,234,17508,10,2021-07-27,,,
Tulkarm Governorate,15281,235,15012,34,2021-07-27,,,
Jerusalem Governorate,10765,91,10672,2,2021-07-27,,,
Qalqilya Governorate,8179,147,8029,3,2021-07-27,,,
Salfit Governorate,7229,88,7137,4,2021-07-27,,,
Tubas Governorate,4974,61,4909,4,2021-07-27,,,
Jericho Governorate,4386,45,4341,0,2021-07-27,,,
Gaza strip,115922,1091,114036,795,2021-07-25,,,
Hebron Governorate,45221,584,44609,28,2021-07-25,,,
Nablus Governorate,34203,441,33738,24,2021-07-25,,,
Ramallah and al-Bireh Governorate,32258,317,31926,15th,2021-07-25,,,
East Jerusalem,28841,268,28573,0,2021-07-25,,,
Jenin Governorate,19928,265,19618,45,2021-07-25,,,
Bethlehem Governorate,17752,234,17502,16,2021-07-25,,,
Tulkarm Governorate,15275,235,15011,29,2021-07-25,,,
Jerusalem Governorate,10763,91,10672,0,2021-07-25,,,
Qalqilya Governorate,8178,147,8028,3,2021-07-25,,,
Salfit Governorate,7229,88,7137,4,2021-07-25,,,
Tubas Governorate,4973,61,4908,4,2021-07-25,,,
Jericho Governorate,4386,45,4341,0,2021-07-25,,,
Gaza strip,115806,1086,113746,974,2021-07-22,,,
Hebron Governorate,45214,584,44605,25,2021-07-22,,,
Nablus Governorate,34197,441,33738,18,2021-07-22,,,
Ramallah and al-Bireh Governorate,32250,317,31917,16,2021-07-22,,,
East Jerusalem,28841,268,28573,0,2021-07-22,,,
Jenin Governorate,19908,264,19594,50,2021-07-22,,,
Bethlehem Governorate,17746,234,17499,13,2021-07-22,,,
Tulkarm Governorate,15262,235,15009,18,2021-07-22,,,
Jerusalem Governorate,10763,91,10670,2,2021-07-22,,,
Qalqilya Governorate,8177,147,8027,3,2021-07-22,,,
Salfit Governorate,7228,88,7137,3,2021-07-22,,,
Tubas Governorate,4972,61,4906,5,2021-07-22,,,
Jericho Governorate,4386,45,4341,0,2021-07-22,,,
Gaza strip,115788,1084,113526,1178,2021-07-21,,,
Hebron Governorate,45208,584,44601,23,2021-07-21,,,
Nablus Governorate,34196,441,33738,17,2021-07-21,,,
Ramallah and al-Bireh Governorate,32247,317,31917,13,2021-07-21,,,
East Jerusalem,28841,268,28573,0,2021-07-21,,,
Jenin Governorate,19905,264,19590,51,2021-07-21,,,
Bethlehem Governorate,17746,234,17499,13,2021-07-21,,,
Tulkarm Governorate,15261,235,15009,17,2021-07-21,,,
Jerusalem Governorate,10763,91,10670,2,2021-07-21,,,
Qalqilya Governorate,8177,147,8027,3,2021-07-21,,,
Salfit Governorate,7228,88,7137,3,2021-07-21,,,
Tubas Governorate,4971,61,4906,4,2021-07-21,,,
Jericho Governorate,4386,45,4341,0,2021-07-21,,,
Gaza strip,115686,1082,113181,1423,2021-07-19,,,
Hebron Governorate,45207,584,44597,26,2021-07-19,,,
Nablus Governorate,34193,441,33738,14,2021-07-19,,,
Ramallah and al-Bireh Governorate,32245,317,31915,13,2021-07-19,,,
East Jerusalem,28841,268,28573,0,2021-07-19,,,
Jenin Governorate,19900,264,19586,50,2021-07-19,,,
Bethlehem Governorate,17745,234,17499,12,2021-07-19,,,
Tulkarm Governorate,15261,235,15004,22,2021-07-19,,,
Jerusalem Governorate,10763,91,10670,2,2021-07-19,,,
Qalqilya Governorate,8177,147,8027,3,2021-07-19,,,
Salfit Governorate,7228,88,7137,3,2021-07-19,,,
Tubas Governorate,4970,61,4906,3,2021-07-19,,,
Jericho Governorate,4386,45,4341,0,2021-07-19,,,
Gaza strip,115483,1078,112965,1440,2021-07-15,,,
Hebron Governorate,45197,584,44591,22,2021-07-15,,,
Nablus Governorate,34185,441,33725,19,2021-07-15,,,
Ramallah and al-Bireh Governorate,32243,317,31903,23,2021-07-15,,,
East Jerusalem,28841,268,28573,0,2021-07-15,,,
Jenin Governorate,19886,264,19566,56,2021-07-15,,,
Bethlehem Governorate,17739,234,17498,7,2021-07-15,,,
Tulkarm Governorate,15251,235,15001,15th,2021-07-15,,,
Jerusalem Governorate,10763,91,10670,2,2021-07-15,,,
Qalqilya Governorate,8176,147,8027,2,2021-07-15,,,
Salfit Governorate,7226,88,7136,2,2021-07-15,,,
Tubas Governorate,4969,61,4906,2,2021-07-15,,,
Jericho Governorate,4386,45,4341,0,2021-07-15,,,
Gaza strip,115256,1075,112712,1469,2021-07-12,,,
Hebron Governorate,45190,584,44581,25,2021-07-12,,,
Nablus Governorate,34180,441,33719,20,2021-07-12,,,
Ramallah and al-Bireh Governorate,32234,317,31901,16,2021-07-12,,,
East Jerusalem,28841,268,28573,0,2021-07-12,,,
Jenin Governorate,19863,264,19544,55,2021-07-12,,,
Bethlehem Governorate,17736,234,17498,4,2021-07-12,,,
Tulkarm Governorate,15250,235,14994,21,2021-07-12,,,
Jerusalem Governorate,10761,91,10670,0,2021-07-12,,,
Qalqilya Governorate,8174,147,8025,2,2021-07-12,,,
Salfit Governorate,7225,88,7136,1,2021-07-12,,,
Tubas Governorate,4969,61,4906,2,2021-07-12,,,
Jericho Governorate,4386,45,4341,0,2021-07-12,,,
Gaza strip,115201,1075,112612,1514,2021-07-11,,,
Hebron Governorate,45188,584,44579,25,2021-07-11,,,
Nablus Governorate,34179,441,33712,26,2021-07-11,,,
Ramallah and al-Bireh Governorate,32231,317,31901,13,2021-07-11,,,
East Jerusalem,28841,268,28573,0,2021-07-11,,,
Jenin Governorate,19861,264,19541,56,2021-07-11,,,
Bethlehem Governorate,17735,234,17498,3,2021-07-11,,,
Tulkarm Governorate,15250,235,14993,22,2021-07-11,,,
Jerusalem Governorate,10761,91,10669,1,2021-07-11,,,
Qalqilya Governorate,8174,147,8025,2,2021-07-11,,,
Salfit Governorate,7225,88,7135,2,2021-07-11,,,
Tubas Governorate,4969,61,4905,3,2021-07-11,,,
Jericho Governorate,4386,45,4340,1,2021-07-11,,,
Gaza strip,114956,1073,111995,1888,2021-07-07,,,
Hebron Governorate,45182,584,44565,33,2021-07-07,,,
Nablus Governorate,34177,440,33712,25,2021-07-07,,,
Ramallah and al-Bireh Governorate,32221,317,31897,7,2021-07-07,,,
East Jerusalem,28841,268,28573,0,2021-07-07,,,
Jenin Governorate,19846,263,19523,60,2021-07-07,,,
Bethlehem Governorate,17733,234,17498,1,2021-07-07,,,
Tulkarm Governorate,15241,234,14992,15,2021-07-07,,,
Jerusalem Governorate,10761,91,10668,2,2021-07-07,,,
Qalqilya Governorate,8174,147,8023,4,2021-07-07,,,
Salfit Governorate,7225,88,7135,2,2021-07-07,,,
Tubas Governorate,4967,61,4905,1,2021-07-07,,,
Jericho Governorate,4386,45,4338,3,2021-07-07,,,
Gaza strip,114883,1072,111822,1989,2021-07-06,,,
Hebron Governorate,45180,584,44562,34,2021-07-06,,,
Nablus Governorate,34177,440,33697,40,2021-07-06,,,
Ramallah and al-Bireh Governorate,32220,317,31896,7,2021-07-06,,,
East Jerusalem,28841,268,28573,0,2021-07-06,,,
Jenin Governorate,19835,263,19523,49,2021-07-06,,,
Bethlehem Governorate,17733,234,17498,1,2021-07-06,,,
Tulkarm Governorate,15239,234,14992,13,2021-07-06,,,
Jerusalem Governorate,10761,91,10668,2,2021-07-06,,,
Qalqilya Governorate,8174,147,8023,4,2021-07-06,,,
Salfit Governorate,7225,88,7135,2,2021-07-06,,,
Tubas Governorate,4967,61,4905,1,2021-07-06,,,
Jericho Governorate,4386,45,4338,3,2021-07-06,,,
Gaza strip,114787,1070,111717,2000,2021-07-05,,,
Hebron Governorate,45176,584,44562,30,2021-07-05,,,
Nablus Governorate,34177,440,33689,48,2021-07-05,,,
Ramallah and al-Bireh Governorate,32220,317,31896,7,2021-07-05,,,
East Jerusalem,28841,268,28573,0,2021-07-05,,,
Jenin Governorate,19828,263,19523,42,2021-07-05,,,
Bethlehem Governorate,17733,234,17498,1,2021-07-05,,,
Tulkarm Governorate,15239,234,14992,13,2021-07-05,,,
Jerusalem Governorate,10761,91,10668,2,2021-07-05,,,
Qalqilya Governorate,8174,147,8023,4,2021-07-05,,,
Salfit Governorate,7225,88,7135,2,2021-07-05,,,
Tubas Governorate,4967,61,4905,1,2021-07-05,,,
Jericho Governorate,4385,45,4337,3,2021-07-05,,,
Gaza strip,114692,1069,111577,2046,2021-07-04,,,
Hebron Governorate,45176,584,44559,33,2021-07-04,,,
Nablus Governorate,34174,440,33677,57,2021-07-04,,,
Ramallah and al-Bireh Governorate,32219,317,31896,6,2021-07-04,,,
East Jerusalem,28841,268,28573,0,2021-07-04,,,
Jenin Governorate,19824,263,19509,52,2021-07-04,,,
Bethlehem Governorate,17733,234,17498,1,2021-07-04,,,
Tulkarm Governorate,15239,234,14992,13,2021-07-04,,,
Jerusalem Governorate,10761,91,10666,4,2021-07-04,,,
Qalqilya Governorate,8174,147,8023,4,2021-07-04,,,
Salfit Governorate,7225,88,7135,2,2021-07-04,,,
Tubas Governorate,4967,61,4905,1,2021-07-04,,,
Jericho Governorate,4385,45,4337,3,2021-07-04,,,
Gaza strip,114453,1064,111121,2268,2021-06-29,,,
Hebron Governorate,45166,584,44553,29,2021-06-29,,,
Nablus Governorate,34165,439,33677,49,2021-06-29,,,
Ramallah and al-Bireh Governorate,32219,317,31893,9,2021-06-29,,,
East Jerusalem,28841,268,28573,0,2021-06-29,,,
Jenin Governorate,19806,261,19504,41,2021-06-29,,,
Bethlehem Governorate,17732,234,17498,0,2021-06-29,,,
Tulkarm Governorate,15238,234,14992,12,2021-06-29,,,
Jerusalem Governorate,10761,91,10665,5,2021-06-29,,,
Qalqilya Governorate,8174,147,8023,4,2021-06-29,,,
Salfit Governorate,7224,88,7135,1,2021-06-29,,,
Tubas Governorate,4966,61,4905,0,2021-06-29,,,
Jericho Governorate,4384,45,4337,2,2021-06-29,,,
Gaza strip,114345,1063,111021,2261,2021-06-30,,,
Hebron Governorate,45157,584,44551,22,2021-06-30,,,
Nablus Governorate,34164,439,33668,57,2021-06-30,,,
Ramallah and al-Bireh Governorate,32219,317,31891,11,2021-06-30,,,
East Jerusalem,28841,268,28573,0,2021-06-30,,,
Jenin Governorate,19804,260,19504,40,2021-06-30,,,
Bethlehem Governorate,17732,234,17498,0,2021-06-30,,,
Tulkarm Governorate,15237,234,14991,12,2021-06-30,,,
Jerusalem Governorate,10761,91,10664,6,2021-06-30,,,
Qalqilya Governorate,8174,147,8023,4,2021-06-30,,,
Salfit Governorate,7224,88,7134,2,2021-06-30,,,
Tubas Governorate,4966,61,4904,1,2021-06-30,,,
Jericho Governorate,4384,45,4337,2,2021-06-30,,,
Gaza strip,113942,1060,110489,2393,2021-06-27,,,
Hebron Governorate,45149,584,44547,18,2021-06-27,,,
Nablus Governorate,34162,439,33646,77,2021-06-27,,,
Ramallah and al-Bireh Governorate,32214,317,31888,9,2021-06-27,,,
East Jerusalem,28841,268,28573,0,2021-06-27,,,
Jenin Governorate,19787,260,19499,28,2021-06-27,,,
Bethlehem Governorate,17732,233,17499,0,2021-06-27,,,
Tulkarm Governorate,15230,234,14990,6,2021-06-27,,,
Jerusalem Governorate,10759,91,10663,5,2021-06-27,,,
Qalqilya Governorate,8172,147,8023,2,2021-06-27,,,
Salfit Governorate,7224,88,7134,2,2021-06-27,,,
Tubas Governorate,4966,61,4904,1,2021-06-27,,,
Jericho Governorate,4384,45,4336,3,2021-06-27,,,
Gaza strip,113296,1056,109479,2761,2021-06-23,,,
Hebron Governorate,45138,584,44538,16,2021-06-23,,,
Nablus Governorate,34144,439,33627,78,2021-06-23,,,
Ramallah and al-Bireh Governorate,32210,317,31879,14,2021-06-23,,,
East Jerusalem,28841,268,28573,0,2021-06-23,,,
Jenin Governorate,19772,260,19473,39,2021-06-23,,,
Bethlehem Governorate,17732,233,17496,3,2021-06-23,,,
Tulkarm Governorate,15226,234,14984,8,2021-06-23,,,
Jerusalem Governorate,10757,91,10662,4,2021-06-23,,,
Qalqilya Governorate,8170,147,8023,0,2021-06-23,,,
Salfit Governorate,7223,88,7134,1,2021-06-23,,,
Tubas Governorate,4965,61,4902,2,2021-06-23,,,
Jericho Governorate,4382,45,4335,2,2021-06-23,,,
Gaza strip,113296,1056,109479,2761,2021-06-22,,,
Nablus Governorate,34144,439,33627,78,2021-06-22,,,
Embryo ,19772,260,19473,39,2021-06-22,,,
Hebron Governorate,45138,584,44538,16,2021-06-22,,,
Ramallah and Al-Bireh Governorate,32210,317,31879,14,2021-06-22,,,
Tulkarm Governorate,15226,234,14984,8,2021-06-22,,,
Jerusalem suburbs ,10757,91,10662,4,2021-06-22,,,
Bethlehem Governorate,17732,233,17496,3,2021-06-22,,,
Tubas ,4965,61,4902,2,2021-06-22,,,
Jericho Governorate,4382,45,4335,2,2021-06-22,,,
sulfites ,7223,88,7134,1,2021-06-22,,,
City of Jerusalem,28841,268,28573,0,2021-06-22,,,
Qalqilya ,8170,147,8023,0,2021-06-22,,,
Gaza strip,112984,1053,109155,2776,2021-06-20,,,
Hebron Governorate,45132,584,44538,10,2021-06-20,,,
Nablus Governorate,34130,438,33611,81,2021-06-20,,,
Ramallah and al-Bireh Governorate,32208,317,31869,22,2021-06-20,,,
East Jerusalem,28841,268,28573,0,2021-06-20,,,
Jenin Governorate,19768,260,19467,41,2021-06-20,,,
Bethlehem Governorate,17732,233,17493,6,2021-06-20,,,
Tulkarm Governorate,15224,234,14980,10,2021-06-20,,,
Jerusalem Governorate,10755,91,10662,2,2021-06-20,,,
Qalqilya Governorate,8170,147,8020,3,2021-06-20,,,
Salfit Governorate,7223,88,7134,1,2021-06-20,,,
Tubas Governorate,4965,61,4902,2,2021-06-20,,,
Jericho Governorate,4382,45,4335,2,2021-06-20,,,
Gaza strip,112516,1049,107903,3564,2021-06-16,,,
Hebron Governorate,45127,584,44532,11,2021-06-16,,,
Nablus Governorate,34111,436,33550,125,2021-06-16,,,
Ramallah and al-Bireh Governorate,32206,317,31853,36,2021-06-16,,,
East Jerusalem,28841,268,28573,0,2021-06-16,,,
Jenin Governorate,19759,260,19446,53,2021-06-16,,,
Bethlehem Governorate,17731,233,17491,7,2021-06-16,,,
Tulkarm Governorate,15223,234,14975,14,2021-06-16,,,
Jerusalem Governorate,10753,91,10662,0,2021-06-16,,,
Qalqilya Governorate,8170,147,8011,12,2021-06-16,,,
Salfit Governorate,7223,87,7133,3,2021-06-16,,,
Tubas Governorate,4964,61,4888,15th,2021-06-16,,,
Jericho Governorate,4381,45,4333,3,2021-06-16,,,
Gaza strip,112317,1047,107549,3721,2021-06-15,,,
Hebron Governorate,45126,584,44530,12,2021-06-15,,,
Nablus Governorate,34102,436,33542,124,2021-06-15,,,
Ramallah and al-Bireh Governorate,32205,317,31845,43,2021-06-15,,,
East Jerusalem,28841,268,28573,0,2021-06-15,,,
Jenin Governorate,19756,260,19443,53,2021-06-15,,,
Bethlehem Governorate,17731,233,17491,7,2021-06-15,,,
Tulkarm Governorate,15220,234,14970,16,2021-06-15,,,
Jerusalem Governorate,10753,91,10662,0,2021-06-15,,,
Qalqilya Governorate,8170,147,8011,12,2021-06-15,,,
Salfit Governorate,7223,87,7133,3,2021-06-15,,,
Tubas Governorate,4964,61,4881,22,2021-06-15,,,
Jericho Governorate,4381,45,4333,3,2021-06-15,,,
Gaza strip,112077,1045,107344,3688,2021-06-14,,,
Hebron Governorate,45125,584,44527,14,2021-06-14,,,
Nablus Governorate,34095,435,33540,120,2021-06-14,,,
Ramallah and al-Bireh Governorate,32204,317,31828,59,2021-06-14,,,
East Jerusalem,28841,268,28573,0,2021-06-14,,,
Jenin Governorate,19750,260,19435,55,2021-06-14,,,
Bethlehem Governorate,17729,233,17487,9,2021-06-14,,,
Tulkarm Governorate,15220,234,14969,17,2021-06-14,,,
Jerusalem Governorate,10753,91,10661,1,2021-06-14,,,
Qalqilya Governorate,8170,147,8005,18,2021-06-14,,,
Salfit Governorate,7223,87,7133,3,2021-06-14,,,
Tubas Governorate,4964,61,4878,25,2021-06-14,,,
Jericho Governorate,4380,45,4331,4,2021-06-14,,,
Gaza strip,111072,1030,105826,4216,2021-06-09,,,
Hebron Governorate,45118,584,44501,33,2021-06-09,,,
Nablus Governorate,34041,431,33469,141,2021-06-09,,,
Ramallah and al-Bireh Governorate,32182,317,31808,57,2021-06-09,,,
East Jerusalem,28841,268,28573,0,2021-06-09,,,
Jenin Governorate,19722,260,19364,98,2021-06-09,,,
Bethlehem Governorate,17725,233,17473,19,2021-06-09,,,
Tulkarm Governorate,15212,234,14931,47,2021-06-09,,,
Jerusalem Governorate,10753,91,10658,4,2021-06-09,,,
